Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,draft_year
9,9,CHH,Noah Vonleh,Indiana,8,362,5854,1685,1790,264,.459,.307,.692,16.2,4.7,4.9,0.7,9.4,.077,-2.5,-0.7,2014
10,10,PHI,Elfrid Payton,Louisiana,8,500,13383,5036,2007,2868,.447,.287,.623,26.8,10.1,4.0,5.7,15.8,.057,-0.9,3.7,2014
11,11,DEN,Doug McDermott,Creighton,10,622,12820,5682,1406,630,.473,.412,.810,20.6,9.1,2.3,1.0,20.6,.077,-2.1,-0.2,2014
12,12,ORL,Dario Šarić,,7,446,10443,4879,2482,840,.444,.362,.839,23.4,10.9,5.6,1.9,20.0,.092,-0.7,3.4,2014
13,13,MIN,Zach LaVine,UCLA,10,573,18622,11757,2309,2248,.464,.382,.834,32.5,20.5,4.0,3.9,31.8,.082,0.7,12.6,2014
14,14,PHO,T.J. Warren,NC State,8,374,10240,5456,1493,437,.506,.354,.780,27.4,14.6,4.0,1.2,20.8,.097,-0.3,4.2,2014
15,15,ATL,Adreian Payne,Michigan State,4,107,1403,429,315,66,.406,.254,.680,13.1,4.0,2.9,0.6,-0.6,-.019,-5.9,-1.4,2014
16,16,CHI,Jusuf Nurkić,,10,494,12075,6106,4306,1165,.501,.287,.674,24.4,12.4,8.7,2.4,28.4,.113,0.5,7.4,2014
17,17,BOS,James Young,Kentucky,4,95,812,219,96,28,.367,.277,.563,8.5,2.3,1.0,0.3,0.8,.046,-3.4,-0.3,2014
18,18,PHO,Tyler Ennis,Syracuse,4,186,2336,779,250,359,.419,.317,.768,12.6,4.2,1.3,1.9,1.3,.026,-3.4,-0.8,2014
19,19,CHI,Gary Harris,Michigan State,10,542,15261,6110,1305,1073,.447,.368,.815,28.2,11.3,2.4,2.0,24.5,.077,-1.3,2.7,2014
20,20,TOR,Bruno Caboclo,,7,105,1293,442,268,72,.403,.308,.836,12.3,4.2,2.6,0.7,1.5,.054,-2.7,-0.2,2014
21,21,OKC,Mitch McGary,Michigan,2,52,557,227,183,17,.527,.000,.580,10.7,4.4,3.5,0.3,1.3,.108,-2.6,-0.1,2014
22,22,MEM,Jordan Adams,UCLA,2,32,263,101,30,19,.402,.385,.607,8.2,3.2,0.9,0.6,0.4,.070,1.7,0.2,2014
23,23,UTA,Rodney Hood,Duke,8,448,10977,4656,1160,736,.420,.366,.841,24.5,10.4,2.6,1.6,17.4,.076,-1.2,2.2,2014
24,24,CHH,Shabazz Napier,UConn,6,345,5986,2433,657,849,.397,.345,.815,17.4,7.1,1.9,2.5,8.1,.065,-0.7,2.0,2014
25,25,HOU,Clint Capela,,10,567,15160,7001,6073,561,.626,.000,.541,26.7,12.3,10.7,1.0,63.2,.200,2.0,15.2,2014
26,26,MIA,P.J. Hairston,UNC,2,111,2000,664,266,59,.343,.295,.810,18.0,6.0,2.4,0.5,0.9,.021,-3.9,-1.0,2014
27,27,PHO,Bogdan Bogdanović,,7,400,11405,5783,1347,1304,.440,.386,.829,28.5,14.5,3.4,3.3,20.8,.088,0.5,7.2,2014
28,28,LAC,C.J. Wilcox,Washington,3,66,376,132,31,30,.370,.333,.813,5.7,2.0,0.5,0.5,0.1,.007,-4.3,-0.2,2014
29,29,OKC,Josh Huestis,Stanford,3,76,1068,187,180,23,.346,.312,.240,14.1,2.5,2.4,0.3,0.7,.030,-3.5,-0.4,2014
30,30,SAS,Kyle Anderson,UCLA,10,606,13281,4228,2703,1629,.480,.338,.713,21.9,7.0,4.5,2.7,33.4,.121,1.8,12.7,2014
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2014
31,31,MIL,Damien Inglis,,1,20,156,36,31,10,.351,.231,.875,7.8,1.8,1.6,0.5,-0.1,-.024,-5.6,-0.1,2014
32,32,PHI,K.J. McDaniels,Clemson,3,148,2092,782,324,95,.412,.290,.776,14.1,5.3,2.2,0.6,1.3,.030,-2.8,-0.4,2014
33,33,CLE,Joe Harris,Virginia,10,500,12266,5174,1519,789,.479,.436,.771,24.5,10.3,3.0,1.6,23.1,.090,-0.7,4.1,2014
34,34,NYK,Cleanthony Early,Wichita State,2,56,801,241,123,42,.346,.263,.750,14.3,4.3,2.2,0.8,-0.6,-.039,-5.9,-0.8,2014
35,35,UTA,Jarnell Stokes,Tennessee,3,28,151,67,40,7,.581,,.531,5.4,2.4,1.4,0.3,0.6,.202,0.1,0.1,2014
36,36,MIL,Johnny O'Bryant,LSU,4,147,1684,509,352,69,.402,.360,.663,11.5,3.5,2.4,0.5,0.2,.006,-6.2,-1.8,2014
38,38,DET,Spencer Dinwiddie,Colorado,10,498,13940,6854,1564,2656,.415,.331,.793,28.0,13.8,3.1,5.3,30.5,.105,0.3,8.1,2014
39,39,PHI,Jerami Grant,Syracuse,10,646,17676,8239,2581,971,.456,.363,.742,27.4,12.8,4.0,1.5,33.7,.092,-0.4,7.3,2014
40,40,MIN,Glenn Robinson III,Michigan,7,304,5299,1804,776,238,.457,.373,.779,17.4,5.9,2.6,0.8,7.9,.071,-1.7,0.4,2014
41,41,DEN,Nikola Jokić,,9,630,19476,12929,6690,4267,.553,.347,.828,30.9,20.5,10.6,6.8,101.7,.251,9.7,57.4,2014
42,42,HOU,Nick Johnson,Arizona,1,28,262,74,39,11,.347,.238,.680,9.4,2.6,1.4,0.4,-0.1,-.020,-6.5,-0.3,2014
43,43,ATL,Edy Tavares,,2,13,101,33,32,4,.625,,.273,7.8,2.5,2.5,0.3,0.2,.118,-0.4,0.0,2014
44,44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,.380,.295,.781,15.9,5.2,2.1,1.2,1.1,.029,-2.9,-0.4,2014
45,45,CHH,Dwight Powell,Stanford,10,618,11629,4575,2769,635,.603,.293,.744,18.8,7.4,4.5,1.0,45.1,.186,1.0,8.7,2014
46,46,WAS,Jordan Clarkson,Missouri,10,685,18899,10896,2304,1924,.439,.336,.828,27.6,15.9,3.4,2.8,23.5,.060,-0.7,6.1,2014
47,47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-5.1,-0.1,2014
48,48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,.326,.236,.720,10.9,2.3,1.4,1.1,0.1,.006,-5.7,-0.4,2014
49,49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-8.1,-0.3,2014
51,51,NYK,Thanasis Antetokounmpo,,6,177,1421,457,300,105,.505,.145,.537,8.0,2.6,1.7,0.6,1.9,.064,-4.2,-0.8,2014
52,52,PHI,Vasilije Micić,,1,14,174,38,10,42,.298,.207,.667,12.4,2.7,0.7,3.0,0.0,-.014,-7.2,-0.2,2014
55,55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,.345,.190,.548,15.2,2.9,1.4,2.0,0.1,.006,-5.1,-0.8,2014
56,56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.5,-0.4,2014
58,58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,.417,.355,.772,13.8,6.9,1.8,1.4,1.7,.048,-2.1,0.0,2014
60,60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-3.3,-0.2,2014
1,1,MIN,Karl-Anthony Towns,Kentucky,9,542,18445,12435,5986,1716,.525,.396,.838,34.0,22.9,11.0,3.2,71.9,.187,4.6,30.5,2015
2,2,LAL,D'Angelo Russell,Ohio State,9,527,15712,9240,1812,3003,.428,.363,.787,29.8,17.5,3.4,5.7,21.4,.065,0.7,10.6,2015
3,3,PHI,Jahlil Okafor,Duke,6,247,4827,2566,1169,225,.542,.222,.676,19.5,10.4,4.7,0.9,7.2,.071,-2.0,0.0,2015
4,4,NYK,Kristaps Porziņģis,,8,426,13245,8370,3371,752,.457,.357,.828,31.1,19.6,7.9,1.8,38.2,.139,2.3,14.3,2015
5,5,ORL,Mario Hezonja,,5,330,6107,2284,1026,415,.417,.319,.812,18.5,6.9,3.1,1.3,3.2,.025,-2.8,-1.2,2015
6,6,SAC,Willie Cauley-Stein,Kentucky,7,422,9276,3675,2470,598,.544,.188,.612,22.0,8.7,5.9,1.4,23.3,.121,-0.1,4.4,2015
7,7,DEN,Emmanuel Mudiay,,6,302,7187,3299,884,1143,.401,.323,.744,23.8,10.9,2.9,3.8,-0.2,-.001,-3.2,-2.2,2015
8,8,DET,Stanley Johnson,Arizona,8,449,8879,2806,1404,679,.391,.305,.748,19.8,6.2,3.1,1.5,6.9,.037,-2.7,-1.6,2015
9,9,CHO,Frank Kaminsky,Wisconsin,8,413,8160,3630,1579,651,.430,.349,.746,19.8,8.8,3.8,1.6,15.9,.094,-0.2,3.7,2015
10,10,MIA,Justise Winslow,Duke,8,344,8906,2829,1760,889,.412,.315,.638,25.9,8.2,5.1,2.6,8.2,.044,-2.1,-0.3,2015
11,11,IND,Myles Turner,Texas,9,524,15056,7143,3573,637,.500,.354,.775,28.7,13.6,6.8,1.2,40.7,.130,0.8,10.7,2015
12,12,UTA,Trey Lyles,Kentucky,9,542,9837,4202,2349,569,.444,.343,.745,18.1,7.8,4.3,1.0,17.8,.087,-1.0,2.4,2015
13,13,PHO,Devin Booker,Kentucky,9,554,18767,13321,2233,2711,.461,.357,.869,33.9,24.0,4.0,4.9,38.9,.100,1.0,14.1,2015
14,14,OKC,Cameron Payne,Murray State,9,360,6485,2831,769,1199,.422,.366,.824,18.0,7.9,2.1,3.3,10.2,.076,-0.7,2.1,2015
15,15,ATL,Kelly Oubre Jr.,Kansas,9,549,14189,7031,2413,558,.435,.332,.750,25.8,12.8,4.4,1.0,20.7,.070,-1.7,1.2,2015
16,16,BOS,Terry Rozier,Louisville,9,561,15412,7874,2205,1978,.420,.367,.822,27.5,14.0,3.9,3.5,27.2,.085,0.5,9.8,2015
17,17,MIL,Rashad Vaughn,UNLV,3,139,1671,423,158,75,.337,.313,.692,12.0,3.0,1.1,0.5,-0.6,-.017,-4.7,-1.2,2015
18,18,HOU,Sam Dekker,Wisconsin,5,201,3097,1094,607,160,.478,.288,.606,15.4,5.4,3.0,0.8,5.4,.083,-1.4,0.5,2015
19,19,WAS,Jerian Grant,Notre Dame,5,279,4998,1692,530,805,.411,.323,.770,17.9,6.1,1.9,2.9,8.3,.080,-1.6,0.5,2015
20,20,TOR,Delon Wright,Utah,9,472,9987,3375,1525,1480,.455,.352,.807,21.2,7.2,3.2,3.1,27.0,.130,2.2,10.7,2015
21,21,DAL,Justin Anderson,Virginia,6,242,3280,1284,621,184,.410,.292,.775,13.6,5.3,2.6,0.8,4.9,.072,-1.5,0.4,2015
22,22,CHI,Bobby Portis,Arkansas,9,556,12452,6424,3892,680,.476,.379,.758,22.4,11.6,7.0,1.2,28.4,.109,-0.5,4.8,2015
23,23,POR,Rondae Hollis-Jefferson,Arizona,6,305,6759,2760,1684,579,.449,.212,.735,22.2,9.0,5.5,1.9,12.9,.091,-0.7,2.3,2015
24,24,CLE,Tyus Jones,Duke,9,567,11212,4033,1095,2284,.445,.363,.813,19.8,7.1,1.9,4.0,27.2,.116,0.7,7.6,2015
25,25,MEM,Jarell Martin,LSU,4,184,2927,998,639,114,.434,.346,.766,15.9,5.4,3.5,0.6,3.2,.053,-4.3,-1.7,2015
27,27,LAL,Larry Nance Jr.,Wyoming,9,478,11187,3726,3014,879,.537,.334,.689,23.4,7.8,6.3,1.8,30.0,.129,1.1,8.7,2015
28,28,BOS,R.J. Hunter,Georgia State University,4,45,395,133,46,19,.371,.295,.818,8.8,3.0,1.0,0.4,0.4,.051,-2.0,0.0,2015
29,29,BRK,Chris McCullough,Syracuse,3,59,532,194,112,15,.426,.306,.548,9.0,3.3,1.9,0.3,0.6,.054,-2.5,-0.1,2015
30,30,GSW,Kevon Looney,UCLA,9,482,8657,2474,2756,789,.582,.169,.612,18.0,5.1,5.7,1.6,31.4,.174,0.5,5.4,2015
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2015
31,31,MIN,Cedi Osman,,7,437,10143,4180,1309,875,.429,.353,.713,23.2,9.6,3.0,2.0,11.1,.053,-2.2,-0.5,2015
32,32,HOU,Montrezl Harrell,Louisville,8,515,10544,6220,2588,675,.619,.108,.664,20.5,12.1,5.0,1.3,42.9,.195,2.6,12.2,2015
33,33,BOS,Jordan Mickey,LSU,3,64,482,152,128,17,.449,.118,.605,7.5,2.4,2.0,0.3,0.5,.050,-4.8,-0.3,2015
34,34,LAL,Anthony Brown,Stanford,3,41,762,161,103,28,.328,.286,.850,18.6,3.9,2.5,0.7,-0.2,-.016,-5.1,-0.6,2015
35,35,PHI,Willy Hernangómez,,7,344,5149,2524,1982,364,.533,.306,.713,15.0,7.3,5.8,1.1,16.3,.152,0.1,2.8,2015
36,36,MIN,Rakeem Christmas,Syracuse,2,30,225,63,57,4,.467,,.724,7.5,2.1,1.9,0.1,0.5,.105,-4.7,-0.2,2015
37,37,PHI,Richaun Holmes,Bowling Green,9,434,8440,3790,2307,420,.604,.273,.741,19.4,8.7,5.3,1.0,27.7,.157,0.2,4.6,2015
38,38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,.377,.304,.747,9.4,3.2,0.9,0.8,0.3,.016,-4.7,-0.6,2015
40,40,MIA,Josh Richardson,Tennessee,9,527,15228,6165,1617,1417,.429,.363,.843,28.9,11.7,3.1,2.7,26.6,.084,-0.6,5.4,2015
41,41,BRK,Pat Connaughton,Notre Dame,9,505,9755,3081,1774,651,.435,.357,.774,19.3,6.1,3.5,1.3,21.5,.106,-0.2,4.3,2015
43,43,IND,Joe Young,Oregon,3,127,1077,429,130,119,.393,.296,.768,8.5,3.4,1.0,0.9,0.4,.016,-4.1,-0.6,2015
44,44,PHO,Andrew Harrison,Kentucky,3,145,2987,1012,287,399,.373,.294,.779,20.6,7.0,2.0,2.8,3.2,.051,-2.8,-0.6,2015
46,46,MIL,Norman Powell,UCLA,9,513,11809,6222,1337,767,.468,.390,.830,23.0,12.1,2.6,1.5,25.1,.102,-0.1,5.7,2015
48,48,OKC,Dakari Johnson,Kentucky,1,31,161,55,34,8,.564,,.550,5.2,1.8,1.1,0.3,0.6,.178,-0.3,0.1,2015
56,56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,.400,,1.000,4.8,0.8,0.7,0.0,0.0,.069,-5.7,0.0,2015
